I,psrj,ref,age,edot
2013,J1943+0609,ebvb01,1.52e+07,2.1e+32
2014,J1943-1237,mlt+78,9.31e+06,7.1e+31
2015,J1944+0907,clm+05,4.8e+09,4.9e+33
2016,J1944-1750,mlt+78,1.35e+07,6.5e+31
2017,J1944+1755,ht75b,4.33e+07,3.6e+30
2018,J1944+2236,csl+12,7.68e+09,6.2e+33
2019,J1945-0040,mlt+78,3.1e+07,1.8e+31
2020,J1945+1834,ht75b,7e+07,7.8e+30
2021,J1946-1312,jbo+09,3.92e+06,6.6e+32
2022,J1946+1805,vl70,2.9e+08,1.1e+31
2023,J1946+2244,ht75b,2.38e+07,1.5e+31
2024,J1946+24,dcm+09,*,*
2025,J1946+2611,nft95,3.14e+05,1.1e+34
2026,J1946-2913,mlt+78,1.02e+07,6.7e+31
2027,J1947+0915,ebvb01,4.91e+07,5.8e+30
2028,J1947+10,cnst96,*,*
2029,J1947-4215,lml+98,*,*
2030,J1948+3540,dl70,1.61e+06,7.6e+32
2031,J1949-2524,mlt+78,4.64e+06,1.5e+32
2032,J1949+3106,dfc+12,2.22e+09,1.6e+33
2033,J1950+05,cnst96,*,*
2034,J1951+1123,nft95,2.66e+07,9.1e+29
2035,J1952+1410,sstd86,3.4e+07,2.4e+32
2036,J1952+2630,kla+11,*,*
2037,J1952+3252,kcb+88,1.07e+05,3.7e+36
2038,J1953+1149,nft95,4.71e+06,1.8e+32
2039,J1953+1846A,hrs+07,*,*
2040,J1954+2836,sdz+10,6.94e+04,1.0e+36
2041,J1954+2923,dlp70,3.95e+09,8.7e+29
2042,J1955+2527,dfc+12,8.47e+09,3.1e+33
2043,J1955+2908,bbf83,3.27e+09,5.1e+33
2044,J1955+5059,dth78,5.99e+06,3.9e+32
2045,J1956+0838,ebvb01,2.19e+07,3.1e+32
2046,J1957+2831,llc98,1.57e+06,4.2e+33
2047,J1957+5033,sdz+10,8.39e+05,5.3e+33
2048,J1958+2846,aaa+09c,2.17e+04,3.4e+35
2049,J1959+2048,fst88,1.51e+09,1.6e+35
2050,J2002+1637,nft95,1.95e+07,4.2e+32
2051,J2002+30,cnst96,*,*
2052,J2002+3217,cl86,1.05e+05,1.2e+34
2053,J2002+4050,stwd85,8.25e+06,9.3e+31
2054,J2004+3137,dlp70,4.49e+05,3.1e+32
2055,J2005-0020,mld+96,1.41e+06,8.6e+31
2056,J2006-0807,mlt+78,2e+08,9.3e+30
2057,J2007+0809,ebvb01,3.77e+07,1.6e+32
2058,J2007+0910,clm+05,2.19e+07,1.4e+32
2059,J2007+2722,kac+10,4.04e+08,2.6e+33
2060,J2008+2513,nft95,1.73e+06,1.0e+33
2061,J2009+33,cfl+06,*,*
2062,J2010-1323,jbo+07,1.72e+10,1.3e+33
2063,J2010+32,cfl+06,*,*
2064,J2011+33,cfl+06,*,*
2065,J2012-2029,blr+13,1.57e+07,1.3e+32
2066,J2013-0649,lbr+13,1.53e+07,1.2e+32
2067,J2013+3845,stwd85,4.12e+05,2.9e+34
2068,J2015+2524,nft95,7.16e+07,1.6e+30
2069,J2016+1948,naf03,2.57e+09,5.8e+31
2070,J2017+0603,cgj+11,5.53e+09,1.3e+34
2071,J2017+2043,naf03,8.55e+06,2.5e+32
2072,J2018+2839,csl68,5.97e+07,3.4e+31
2073,J2018+34,cfl+06,*,*
2074,J2019+2425,ntf93,8.88e+09,4.6e+33
2075,J2021+3651,rhr+02,1.72e+04,3.4e+36
2076,J2021+4026,aaa+09c,7.69e+04,1.2e+35
2077,J2022+2854,fss73,2.87e+06,1.8e+33
2078,J2022+3842,agr+11,8.91e+03,1.2e+38
2079,J2022+5154,dl70,2.74e+06,8.2e+32
2080,J2023+5037,dtws85,2.35e+06,1.9e+33
2081,J2024+48,hrk+08,*,*
2082,J2027+2146,ht75b,3.11e+07,1.3e+32
2083,J2027+4557,jsb+09,5.63e+07,9.2e+30
2084,J2028+3332,pga+12,5.76e+05,3.5e+34
2085,J2029+3744,stwd85,1.56e+06,2.7e+32
2086,J2029+45,hrk+08,*,*
2087,J2030+2228,ht75b,1.13e+07,1.4e+32
2088,J2030+3641,ckr+12,4.88e+05,3.2e+34
2089,J2030+4415,pga+12,5.55e+05,2.2e+34
2090,J2030+55,hrk+08,*,*
2091,J2032+4127,aaa+09c,1.11e+05,2.7e+35
2092,J2033+0042,bb10,7.84e+06,3.2e+30
2093,J2033+17,rtj+96,8.57e+09,2.1e+33
2094,J2033-1938,blr+13,4.46e+07,8.5e+30
2095,J2037+1942,stwd85,1.61e+07,9.0e+30
2096,J2037+3621,dtws85,2.18e+06,7.5e+32
2097,J2038+35,hrk+08,*,*
2098,J2038-3816,lml+98,6.05e+06,4.2e+31
2099,J2038+5319,dtws85,2.39e+07,1.3e+31
2100,J2040+1657,lxf+05,2.31e+07,3.6e+31
2101,J2043+1711,hrm+11,7.2e+09,1.5e+34
2102,J2043+2740,rtj+96,1.2e+06,5.6e+34
2103,J2043+7045,hrk+08,*,*
2104,J2044+4614,snk96,3.5e+07,9.2e+30
2105,J2045+0912,clm+05,3.21e+07,1.2e+32
2106,J2046-0421,mlt+78,1.67e+07,1.6e+31
2107,J2046+1540,mlt+78,9.89e+07,4.9e+30
2108,J2046+5708,dtws85,6.79e+05,4.1e+33
2109,J2047+1053,rap+12,*,*
2110,J2047+5029,jsb+09,1.69e+06,1.9e+33
2111,J2048-1616,tv68,2.84e+06,5.7e+31
2112,J2048+2255,naf03,2.97e+08,2.6e+31
2113,J2050+13,naf03,*,*
2114,J2051-0827,sbl+96,5.61e+09,5.5e+33
2115,J2053-7200,mlt+78,2.76e+07,1.9e+32
2116,J2055+2209,stwd85,9.64e+06,9.8e+31
2117,J2055+2539,sdz+10,1.24e+06,4.9e+33
2118,J2055+3630,dbtb82,9.51e+06,1.3e+33
2119,J2102+38,hrk+08,*,*
2120,J2108-3429,lml+98,6.44e+06,4.8e+31
2121,J2108+4441,dls73,7.62e+07,4.8e+31
2122,J2111+2106,blr+13,1.93e+07,2.1e+30
2123,J2111+40,hrk+08,*,*
2124,J2111+4606,pga+12,1.75e+04,1.4e+36
2125,J2113+2754,skk+80,7.27e+06,5.9e+31
2126,J2113+4644,dl70,2.25e+07,2.7e+31
2127,J2116+1414,mlt+78,2.41e+07,1.3e+32
2128,J2124+1407,dtws85,1.43e+07,9.1e+31
2129,J2124-3358,bjb+97,3.8e+09,6.8e+33
2130,J2127-6648,mlt+78,2.28e+07,2.6e+32
2131,J2129-04,hrm+11,*,*
2132,J2129+1210A,wkm+89,*,*
2133,J2129+1210B,agk+90,9.32e+07,2.1e+33
2134,J2129+1210C,agk+90,9.7e+07,6.9e+33
2135,J2129+1210D,pakw91,*,*
2136,J2129+1210E,pakw91,4.14e+08,7.0e+34
2137,J2129+1210F,and92,1.99e+09,1.9e+34
2138,J2129+1210G,and92,2.98e+08,1.5e+33
2139,J2129+1210H,and92,4.45e+09,3.1e+33
2140,J2129-5721,llb+96,2.83e+09,1.6e+34
2141,J2136-1606,rsm+12,9.26e+08,4.5e+29
2142,J2138+4911,hrk+08,*,*
2143,J2139+00,cnst96,*,*
2144,J2139+2242,snt97,1.21e+07,4.4e+31
2145,J2139+4716,pga+12,2.51e+06,3.1e+33
2146,J2140-2310A,rsb+04,*,*
2147,J2140-2310B,rsb+04,*,*
2148,J2143+0654,zct+05,3.65e+06,1.9e+30
2149,J2144-3933,mld+96,2.72e+08,3.2e+28
2150,J2145-0750,bhl+94,8.54e+09,2.8e+32
2151,J2149+6329,dls72,3.58e+07,1.2e+32
2152,J2150+5247,dtws85,5.21e+05,1.1e+34
2153,J2151+2315,lwf+04,1.33e+07,1.3e+32
2154,J2155+2813,lwf+04,2.78e+07,8.7e+30
2155,J2155-3118,mlt+78,1.32e+07,4.5e+31
2156,J2155-5641,mlt+78,5.15e+06,6.4e+31
2157,J2156+2618,cnt96,5.56e+08,4.5e+30
2158,J2157+4017,fss73,7.04e+06,3.8e+31
2159,J2203+50,hrk+08,*,*
2160,J2205+1444,cnt96,1.65e+07,4.3e+31
2161,J2208+5500,jml+09,2.12e+06,3.4e+32
2162,J2212+2933,dtws85,3.21e+07,1.9e+31
2163,J2213+53,hrk+08,*,*
2164,J2214+3000,rrc+11,3.53e+09,1.8e+34
2165,J2215+1538,cnt96,2.5e+06,1.8e+33
2166,J2215+5135,hrm+11,*,*
2167,J2217+5733,jml+09,2.57e+07,2.2e+31
2168,J2219+4754,th69,3.09e+06,7.0e+32
2169,J2222-0137,blr+13,1.1e+10,5.3e+31
2170,J2222+2923,cnt96,7.23e+08,1.1e+31
2171,J2222+5602,hrk+08,*,*
2172,J2225+6535,dls73,1.12e+06,1.2e+33
2173,J2227+30,cnst96,*,*
2174,J2229+2643,cam95a,3.23e+10,2.2e+33
2175,J2229+6114,hcg+01,1.05e+04,2.2e+37
2176,J2229+6205,dbtb82,3.11e+06,1.0e+33
2177,J2234+2114,cnt96,9.7e+07,3.5e+30
2178,J2235+1506,cnt93,6.01e+09,2.9e+31
2179,J2238+5903,aaa+09c,2.66e+04,8.9e+35
2180,J2238+6021,hrk+08,*,*
2181,J2240+5832,rcl+99,1.44e+05,2.2e+35
2182,J2241-5236,kjr+11,5.22e+09,2.5e+34
2183,J2242+6950,dtws85,5.47e+06,4.1e+31
2184,J2243+1518,cml05,8.41e+07,2.1e+31
2185,J2244+63,hrk+08,*,*
2186,J2248-0101,mld+96,1.15e+07,2.4e+32
2187,J2253+1516,cnt96,1.89e+08,5.3e+30
2188,J2256-1023,hrm+11,*,*
2189,J2257+5909,dls72,1.01e+06,4.5e+33
2190,J2301+5852,fg81,2.28e+05,5.6e+31
2191,J2302+4442,cgj+11,6.19e+09,3.8e+33
2192,J2302+6028,snt97,9.37e+06,4.6e+31
2193,J2305+3100,lan69,8.63e+06,2.9e+31
2194,J2305+4707,dtws85,2.97e+07,1.9e+31
2195,J2307+2225,cnt96,9.76e+08,2.2e+30
2196,J2308+5547,dls72,3.77e+07,7.3e+31
2197,J2313+4253,dth78,4.93e+07,1.0e+32
2198,J2315+58,hrk+08,*,*
2199,J2316+64,hrk+08,*,*
2200,J2317+1439,cnt93,2.26e+10,2.3e+33
2201,J2317+2149,dth78,2.19e+07,1.4e+31
2202,J2321+6024,dlp70,5.08e+06,2.4e+31
2203,J2322+2057,ntf93,7.85e+09,3.4e+33
2204,J2324-6054,mlt+78,1.44e+07,7.9e+30
2205,J2325+6316,dth78,8.05e+06,3.8e+31
2206,J2326+6113,dls73,1.05e+07,1.1e+33
2207,J2326+6141,hrk+08,*,*
2208,J2330-2005,ll76,5.62e+06,4.1e+31
2209,J2337+6151,dtws85,4.06e+04,6.3e+34
2210,J2343+6221,hrk+08,*,*
2211,J2346-0609,mld+96,1.37e+07,3.3e+31
2212,J2352+65,hrk+08,*,*
2213,J2354+6155,dbtb82,9.2e+05,7.6e+32
